label,premise_clean,hypothesis_clean,premise_lemma,hypothesis_lemma,premise_pos,hypothesis_pos
contradiction,A young boy with an older man using chalk to draw on the sidewalk.,A young boy with an older woman using chalk to draw on the sidewalk.,a young boy with an old man use chalk to draw on the sidewalk .,a young boy with an old woman use chalk to draw on the sidewalk .,DET ADJ NOUN ADP DET ADJ NOUN VERB NOUN PART VERB ADP DET NOUN PUNCT,DET ADJ NOUN ADP DET ADJ NOUN VERB NOUN PART VERB ADP DET NOUN PUNCT
contradiction,A man shovels snow off of a sidewalk while a child in a red parka walks by.,The man is sitting out in his bathing suit.,a man shovel snow off of a sidewalk while a child in a red parka walk by .,the man be sit out in his bathing suit .,DET NOUN VERB NOUN ADP ADP DET NOUN SCONJ DET NOUN ADP DET ADJ NOUN NOUN ADV PUNCT,DET NOUN AUX VERB ADP ADP PRON NOUN NOUN PUNCT
contradiction,A man in military camouflage is working a shepherd type dog in a grassy area while being observed by others in a parking lot in uniform.,The poodle is being taught a special agility program by the man in the privacy of their backyard.,a man in military camouflage be work a shepherd type dog in a grassy area while be observe by other in a parking lot in uniform .,the poodle be be teach a special agility program by the man in the privacy of their backyard .,DET NOUN ADP ADJ NOUN AUX VERB DET ADJ NOUN NOUN ADP DET ADJ NOUN SCONJ AUX VERB ADP NOUN ADP DET NOUN NOUN ADP NOUN PUNCT,DET NOUN AUX AUX VERB DET ADJ NOUN NOUN ADP DET NOUN ADP DET NOUN ADP PRON NOUN PUNCT
contradiction,Discussing the rainy weather.,The two dogs are talking about the weather.,discuss the rainy weather .,the two dog be talk about the weather .,VERB DET ADJ NOUN PUNCT,DET NUM NOUN AUX VERB ADP DET NOUN PUNCT
contradiction,Three track runners are in the process of crossing the finish line during an Olympic type sporting event.,three women compete in water polo,three track runner be in the process of cross the finish line during an olympic type sporting event .,three woman compete in water polo,NUM NOUN NOUN AUX ADP DET NOUN ADP VERB DET NOUN NOUN ADP DET ADJ NOUN NOUN NOUN PUNCT,NUM NOUN VERB ADP NOUN NOUN
contradiction,A woman in a brown shirt is speaking to someone.,A man is talking to his man.,a woman in a brown shirt be speak to someone .,a man be talk to his man .,DET NOUN ADP DET ADJ NOUN AUX VERB ADP PRON PUNCT,DET NOUN AUX VERB ADP PRON NOUN PUNCT
contradiction,An old man wearing a blue jean jacket is sitting at the counter of a magazine stand,An old man is planning to sleep.,an old man wear a blue jean jacket be sit at the counter of a magazine stand,an old man be plan to sleep .,DET ADJ NOUN VERB DET ADJ NOUN NOUN AUX VERB ADP DET NOUN ADP DET NOUN NOUN,DET ADJ NOUN AUX VERB PART VERB PUNCT
contradiction,Two men in black clothes at a meat market showing a red meat while workers in blue look on.,The meat is chicken.,two man in black clothe at a meat market show a red meat while worker in blue look on .,the meat be chicken .,NUM NOUN ADP ADJ NOUN ADP DET NOUN NOUN VERB DET ADJ NOUN SCONJ NOUN ADP ADJ VERB ADP PUNCT,DET NOUN AUX NOUN PUNCT
contradiction,A dog running with something in its mouth,A dog is currently sleeping,a dog run with something in its mouth,a dog be currently sleep,DET NOUN VERB ADP PRON ADP PRON NOUN,DET NOUN AUX ADV VERB
contradiction,A white man is speaking with two Indian businessmen.,The man is speaking with two young women.,a white man be speak with two indian businessman .,the man be speak with two young woman .,DET ADJ NOUN AUX VERB ADP NUM ADJ NOUN PUNCT,DET NOUN AUX VERB ADP NUM ADJ NOUN PUNCT
contradiction,Little girl on skis,A boy on skis.,little girl on ski,a boy on ski .,ADJ NOUN ADP NOUN,DET NOUN ADP NOUN PUNCT
