label,premise_clean,hypothesis_clean,premise_lemma,hypothesis_lemma,premise_pos,hypothesis_pos
contradiction,Two men carrying a canoe down a steep incline.,the child was 18 years old,two man carry a canoe down a steep incline .,the child be 18 year old,NUM NOUN VERB DET NOUN ADP DET ADJ NOUN PUNCT,DET NOUN AUX NUM NOUN ADJ
contradiction,A military group stands at attention.,A group of soldiers are sleeping.,a military group stand at attention .,a group of soldier be sleep .,DET ADJ NOUN VERB ADP NOUN PUNCT,DET NOUN ADP NOUN AUX VERB PUNCT
contradiction,Young children wave and watch something out of sight.,Young children are holding signs.,young child wave and watch something out of sight .,young child be hold sign .,ADJ NOUN VERB CCONJ VERB PRON ADP ADP NOUN PUNCT,ADJ NOUN AUX VERB NOUN PUNCT
contradiction,"A woman wearing black sunglasses, bikini bottoms, and a black shirt playing volleyball.",A man prepares a golf swing.,"a woman wear black sunglass , bikini bottom , and a black shirt playing volleyball .",a man prepare a golf swing .,DET NOUN VERB ADJ NOUN PUNCT NOUN NOUN PUNCT CCONJ DET ADJ NOUN NOUN NOUN PUNCT,DET NOUN VERB DET NOUN NOUN PUNCT
contradiction,Three boys are running on the beach playing a game.,The boys are bored in school.,three boy be run on the beach play a game .,the boy be bore in school .,NUM NOUN AUX VERB ADP DET NOUN VERB DET NOUN PUNCT,DET NOUN AUX VERB ADP NOUN PUNCT
contradiction,A man is playing the guitar in front of a microphone while another man is in the background playing the drums.,There is no percussion accompaniment.,a man be play the guitar in front of a microphone while another man be in the background play the drum .,there be no percussion accompaniment .,DET NOUN AUX VERB DET NOUN ADP NOUN ADP DET NOUN SCONJ DET NOUN AUX ADP DET NOUN VERB DET NOUN PUNCT,PRON AUX DET NOUN NOUN PUNCT
contradiction,A man holding a rifle next to his brown dog.,A man is climbing a tree.,a man hold a rifle next to his brown dog .,a man be climb a tree .,DET NOUN VERB DET NOUN ADV ADP PRON ADJ NOUN PUNCT,DET NOUN AUX VERB DET NOUN PUNCT
contradiction,Three women standing by a table with drinks on it on a city sidewalk.,a motorcycle crashes into a ditch,three woman stand by a table with drink on it on a city sidewalk .,a motorcycle crash into a ditch,NUM NOUN VERB ADP DET NOUN ADP NOUN ADP PRON ADP DET NOUN NOUN PUNCT,DET NOUN VERB ADP DET NOUN
contradiction,A person in a white hooded shirt is sitting in a chair near a body of water and there are buildings in the background.,a person running a marathon,a person in a white hooded shirt be sit in a chair near a body of water and there be building in the background .,a person run a marathon,DET NOUN ADP DET ADJ ADJ NOUN AUX VERB ADP DET NOUN ADP DET NOUN ADP NOUN CCONJ PRON AUX NOUN ADP DET NOUN PUNCT,DET NOUN VERB DET NOUN
contradiction,A blond woman wearing pink holds an infant wrapped in a blanket.,A woman jogging through a park.,a blond woman wear pink hold an infant wrap in a blanket .,a woman jog through a park .,DET ADJ NOUN VERB NOUN VERB DET NOUN VERB ADP DET NOUN PUNCT,DET NOUN VERB ADP DET NOUN PUNCT
contradiction,A team of breakdancers sets up along the side of a road in the city as many onlookers gather.,The dancers are robbing the bank.,a team of breakdancer set up along the side of a road in the city as many onlooker gather .,the dancer be rob the bank .,DET NOUN ADP NOUN VERB ADP ADP DET NOUN ADP DET NOUN ADP DET NOUN ADP ADJ NOUN VERB PUNCT,DET NOUN AUX VERB DET NOUN PUNCT
contradiction,Three men are setting up a scene by measuring the lights for a couple sitting on a low couch.,Three men are sitting down on a low couch with a couple.,three man be set up a scene by measure the light for a couple sit on a low couch .,three man be sit down on a low couch with a couple .,NUM NOUN AUX VERB ADP DET NOUN ADP VERB DET NOUN ADP DET NOUN VERB ADP DET ADJ NOUN PUNCT,NUM NOUN AUX VERB ADP ADP DET ADJ NOUN ADP DET NOUN PUNCT
contradiction,"Three police officers tape off a section of sidewalk, blocking a group of people.",Three police officers enjoying their vacation in Paris.,"three police officer tape off a section of sidewalk , block a group of people .",three police officer enjoy their vacation in paris .,NUM NOUN NOUN VERB ADP DET NOUN ADP NOUN PUNCT VERB DET NOUN ADP NOUN PUNCT,NUM NOUN NOUN VERB PRON NOUN ADP PROPN PUNCT
contradiction,People walking along a path on a sunny day.,The people are walking at night.,people walk along a path on a sunny day .,the people be walk at night .,NOUN VERB ADP DET NOUN ADP DET ADJ NOUN PUNCT,DET NOUN AUX VERB ADP NOUN PUNCT
contradiction,A woman in a hat tends to a herd of reindeer in a field.,The woman is feeding a herd of sheep.,a woman in a hat tend to a herd of reindeer in a field .,the woman be feed a herd of sheep .,DET NOUN ADP DET NOUN VERB ADP DET NOUN ADP NOUN ADP DET NOUN PUNCT,DET NOUN AUX VERB DET NOUN ADP NOUN PUNCT
contradiction,A crowd of people are gathered with a sky scene in the background.,People are gathered with a ground scene in the background.,a crowd of people be gather with a sky scene in the background .,people be gather with a ground scene in the background .,DET NOUN ADP NOUN AUX VERB ADP DET NOUN NOUN ADP DET NOUN PUNCT,NOUN AUX VERB ADP DET NOUN NOUN ADP DET NOUN PUNCT
contradiction,"A fruit market stand displaying artichokes, and many different kinds of fruit.",A grocery store shelf with cans of beans,"a fruit market stand display artichoke , and many different kind of fruit .",a grocery store shelf with can of bean,DET NOUN NOUN VERB VERB NOUN PUNCT CCONJ ADJ ADJ NOUN ADP NOUN PUNCT,DET NOUN NOUN NOUN ADP NOUN ADP NOUN
contradiction,"Two girls, one wearing a pink shirt and the other wearing a white shirt, are throwing hay in the air.",There are no girls,"two girl , one wear a pink shirt and the other wear a white shirt , be throw hay in the air .",there be no girl,NUM NOUN PUNCT NUM VERB DET ADJ NOUN CCONJ DET ADJ VERB DET ADJ NOUN PUNCT AUX VERB NOUN ADP DET NOUN PUNCT,PRON AUX DET NOUN
contradiction,Two male and six female dancers perform on stage.,boys are singing in the public.,two male and six female dancer perform on stage .,boy be sing in the public .,NUM ADJ CCONJ NUM ADJ NOUN VERB ADP NOUN PUNCT,NOUN AUX VERB ADP DET NOUN PUNCT
contradiction,A child is dressed up in costume and holding a trident.,A woman is running her bath.,a child be dress up in costume and hold a trident .,a woman be run her bath .,DET NOUN AUX VERB ADP ADP NOUN CCONJ VERB DET NOUN PUNCT,DET NOUN AUX VERB PRON NOUN PUNCT
contradiction,A cat sits on top of a store sign.,A cat laps up milk outside on the porch.,a cat sit on top of a store sign .,a cat lap up milk outside on the porch .,DET NOUN VERB ADP NOUN ADP DET NOUN NOUN PUNCT,DET NOUN VERB ADP NOUN ADV ADP DET NOUN PUNCT
contradiction,A bride on her wedding day wearing her orange belt.,A groom on his wedding day wearing his orange belt.,a bride on her wedding day wear her orange belt .,a groom on his wedding day wear his orange belt .,DET NOUN ADP PRON NOUN NOUN VERB PRON ADJ NOUN PUNCT,DET NOUN ADP PRON NOUN NOUN VERB PRON ADJ NOUN PUNCT
contradiction,"A man is on the side of the road, while his vehicle is off of the road.",A man is driving down the highway.,"a man be on the side of the road , while his vehicle be off of the road .",a man be drive down the highway .,DET NOUN AUX ADP DET NOUN ADP DET NOUN PUNCT SCONJ PRON NOUN AUX ADP ADP DET NOUN PUNCT,DET NOUN AUX VERB ADP DET NOUN PUNCT
contradiction,Two dogs are running through a grassy area near tall trees.,The dogs are asleep in the bedroom on a rug.,two dog be run through a grassy area near tall tree .,the dog be asleep in the bedroom on a rug .,NUM NOUN AUX VERB ADP DET ADJ NOUN ADP ADJ NOUN PUNCT,DET NOUN AUX ADJ ADP DET NOUN ADP DET NOUN PUNCT
contradiction,Three boys playing and biking with a pile of sand in the middle,Three boys are biking in a meadow.,three boy play and bike with a pile of sand in the middle,three boy be bike in a meadow .,NUM NOUN VERB CCONJ VERB ADP DET NOUN ADP NOUN ADP DET ADJ,NUM NOUN AUX VERB ADP DET NOUN PUNCT
contradiction,A person in a red jacket is crossing a snow covered bridge over the cold river in the forest.,Someone wearing a yellow t-shirt crossing a road in the middle of the rain.,a person in a red jacket be cross a snow cover bridge over the cold river in the forest .,someone wear a yellow t - shirt cross a road in the middle of the rain .,DET NOUN ADP DET ADJ NOUN AUX VERB DET NOUN VERB NOUN ADP DET PROPN NOUN ADP DET NOUN PUNCT,PRON VERB DET ADJ NOUN PUNCT NOUN VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT
contradiction,"A long-haired skateboarder is about to exit a clean nosegrind on a public handrail, unaware of his surroundings while ignoring the negative public perception of skateboarders.",People are sitting and reading.,"a long - haired skateboarder be about to exit a clean nosegrind on a public handrail , unaware of his surrounding while ignore the negative public perception of skateboarder .",people be sit and read .,DET ADJ PUNCT ADJ NOUN AUX ADJ PART VERB DET ADJ NOUN ADP DET ADJ NOUN PUNCT ADJ ADP PRON NOUN SCONJ VERB DET ADJ ADJ NOUN ADP NOUN PUNCT,NOUN AUX VERB CCONJ VERB PUNCT
contradiction,The lady in red is very happy to see the young lady in white and black.,A lady in a blue dress looks disgusted to see another dressed in brown.,the lady in red be very happy to see the young lady in white and black .,a lady in a blue dress look disgusted to see another dress in brown .,DET NOUN ADP PROPN AUX ADV ADJ PART VERB DET ADJ NOUN ADP ADJ CCONJ ADJ PUNCT,DET NOUN ADP DET ADJ NOUN VERB ADJ PART VERB DET VERB ADP PROPN PUNCT
contradiction,A Yorkie jumped into the air to catch a red ball in its mouth.,The dog is trying to immobilize the ball because the ball is out to get the dog.,a yorkie jump into the air to catch a red ball in its mouth .,the dog be try to immobilize the ball because the ball be out to get the dog .,DET PROPN VERB ADP DET NOUN PART VERB DET ADJ NOUN ADP PRON NOUN PUNCT,DET NOUN AUX VERB PART VERB DET NOUN SCONJ DET NOUN AUX ADV PART VERB DET NOUN PUNCT
contradiction,A girl in a red and pink shirt is coloring with crayons on a coffee table with birthday presents and a television in the background.,a little boy is playing with a stick pony.,a girl in a red and pink shirt be color with crayon on a coffee table with birthday present and a television in the background .,a little boy be play with a stick pony .,DET NOUN ADP DET ADJ CCONJ ADJ NOUN AUX VERB ADP NOUN ADP DET NOUN NOUN ADP NOUN NOUN CCONJ DET NOUN ADP DET NOUN PUNCT,DET ADJ NOUN AUX VERB ADP DET NOUN NOUN PUNCT
contradiction,"A smiling, young woman in a green long-sleeved shirt and jeans is leaning on a slightly taller young woman wearing a blue pullover and jeans.",A woman leans on her husband.,"a smile , young woman in a green long - sleeve shirt and jean be lean on a slightly tall young woman wear a blue pullover and jean .",a woman lean on her husband .,DET VERB PUNCT ADJ NOUN ADP DET ADJ ADV PUNCT VERB NOUN CCONJ NOUN AUX VERB ADP DET ADV ADJ ADJ NOUN VERB DET ADJ NOUN CCONJ NOUN PUNCT,DET NOUN VERB ADP PRON NOUN PUNCT
contradiction,A sweaty guy yelling into a microphone standing in front of a guy in a purple shirt.,The sweaty guy is whispering to the guy in the purple shirt.,a sweaty guy yell into a microphone standing in front of a guy in a purple shirt .,the sweaty guy be whisper to the guy in the purple shirt .,DET NOUN NOUN VERB ADP DET NOUN NOUN ADP NOUN ADP DET NOUN ADP DET ADJ NOUN PUNCT,DET NOUN NOUN AUX VERB ADP DET NOUN ADP DET ADJ NOUN PUNCT
contradiction,Female painting her big toe.,A woman paints her fingernails.,female paint her big toe .,a woman paint her fingernail .,ADJ VERB PRON ADJ NOUN PUNCT,DET NOUN VERB PRON NOUN PUNCT
contradiction,A blond woman in a red t-shirt and a blur wristband sings into a microphone against a green background.,A woman plays a mute in a movie.,a blond woman in a red t - shirt and a blur wristband sing into a microphone against a green background .,a woman play a mute in a movie .,DET ADJ NOUN ADP DET ADJ NOUN PUNCT NOUN CCONJ DET NOUN NOUN NOUN ADP DET NOUN ADP DET ADJ NOUN PUNCT,DET NOUN VERB DET NOUN ADP DET NOUN PUNCT
contradiction,A girl in a pink dress is standing on her head.,A girl is wearing a red dress,a girl in a pink dress be stand on her head .,a girl be wear a red dress,DET NOUN ADP DET ADJ NOUN AUX VERB ADP PRON NOUN PUNCT,DET NOUN AUX VERB DET ADJ NOUN
contradiction,A man with a red shirt and black hat suspends himself in the air by sitting on a pole and clinging to two wires with his hands.,A man sits at the bar and orders a drink.,a man with a red shirt and black hat suspend himself in the air by sit on a pole and cling to two wire with his hand .,a man sit at the bar and order a drink .,DET NOUN ADP DET ADJ NOUN CCONJ ADJ NOUN VERB PRON ADP DET NOUN ADP VERB ADP DET NOUN CCONJ VERB ADP NUM NOUN ADP PRON NOUN PUNCT,DET NOUN VERB ADP DET NOUN CCONJ VERB DET NOUN PUNCT
contradiction,People wear uniforms during a rally or protest.,People are having a tea party in dresses.,people wear uniform during a rally or protest .,people be have a tea party in dress .,NOUN VERB NOUN ADP DET NOUN CCONJ NOUN PUNCT,NOUN AUX VERB DET NOUN NOUN ADP NOUN PUNCT
contradiction,"One guy wearing a green wig thinks hes cool while another guy looks in horror at a bottle that apparently landed on the green wig guy in a game, all while a girl in a skirt is smiling at the camera.",All of the people are frowning.,"one guy wear a green wig think he s cool while another guy look in horror at a bottle that apparently land on the green wig guy in a game , all while a girl in a skirt be smile at the camera .",all of the people be frown .,NUM NOUN VERB DET ADJ NOUN VERB PRON VERB ADJ SCONJ DET NOUN VERB ADP NOUN ADP DET NOUN PRON ADV VERB ADP DET ADJ PROPN NOUN ADP DET NOUN PUNCT DET SCONJ DET NOUN ADP DET NOUN AUX VERB ADP DET NOUN PUNCT,DET ADP DET NOUN AUX VERB PUNCT
contradiction,A tan and black dog runs over a green field with its mouth open.,The dog is sleeping in the grass.,a tan and black dog run over a green field with its mouth open .,the dog be sleep in the grass .,DET ADJ CCONJ ADJ NOUN VERB ADP DET ADJ NOUN ADP PRON NOUN ADJ PUNCT,DET NOUN AUX VERB ADP DET NOUN PUNCT
contradiction,"A woman in a pink sweater and an apron, cleaning a table with a sponge.",A woman in a yellow tank top and apron is cleaning the chair with a cloth.,"a woman in a pink sweater and an apron , clean a table with a sponge .",a woman in a yellow tank top and apron be clean the chair with a cloth .,DET NOUN ADP DET ADJ NOUN CCONJ DET NOUN PUNCT VERB DET NOUN ADP DET NOUN PUNCT,DET NOUN ADP DET ADJ NOUN NOUN CCONJ PROPN AUX VERB DET NOUN ADP DET NOUN PUNCT
contradiction,A woman in blue jeans and a creme shirt walking down the road with a rake and hoe in her right hand and gloves in her left hand.,A person is running with a stolen TV.,a woman in blue jean and a creme shirt walk down the road with a rake and hoe in her right hand and glove in her left hand .,a person be run with a steal tv .,DET NOUN ADP ADJ NOUN CCONJ DET NOUN NOUN VERB ADP DET NOUN ADP DET NOUN CCONJ VERB ADP PRON ADJ NOUN CCONJ NOUN ADP PRON ADJ NOUN PUNCT,DET NOUN AUX VERB ADP DET VERB NOUN PUNCT
contradiction,Men at a rodeo try to tame a bull.,The men are riding a bull.,man at a rodeo try to tame a bull .,the man be rid a bull .,NOUN ADP DET NOUN VERB PART VERB DET NOUN PUNCT,DET NOUN AUX VERB DET NOUN PUNCT
contradiction,A group of people on a bridge beside a boat.,People are looking up at an airliner.,a group of people on a bridge beside a boat .,people be look up at an airliner .,DET NOUN ADP NOUN ADP DET NOUN ADP DET NOUN PUNCT,NOUN AUX VERB ADP ADP DET NOUN PUNCT
contradiction,Many people are gathered in a crowded building.,People are waiting outside for a concert.,many people be gather in a crowded building .,people be wait outside for a concert .,ADJ NOUN AUX VERB ADP DET ADJ NOUN PUNCT,NOUN AUX VERB ADV ADP DET NOUN PUNCT
contradiction,Two men wearing blue are eating and drinking outside.,The men are jogging outside.,two man wear blue be eat and drink outside .,the man be jog outside .,NUM NOUN VERB NOUN AUX VERB CCONJ VERB ADV PUNCT,DET NOUN AUX VERB ADV PUNCT
contradiction,A young field hockey player wearing a blue jersey takes possession of the ball.,The hockey player is sitting in the penalty box.,a young field hockey player wear a blue jersey take possession of the ball .,the hockey player be sit in the penalty box .,DET ADJ NOUN NOUN NOUN VERB DET PROPN PROPN VERB NOUN ADP DET NOUN PUNCT,DET NOUN NOUN AUX VERB ADP DET NOUN NOUN PUNCT
contradiction,"Two women both wearing white shirts and black pants, one smoking sitting on a fixture on the sidewalk.",Two women dance at a nightclub.,"two woman both wear white shirt and black pant , one smoking sit on a fixture on the sidewalk .",two woman dance at a nightclub .,NUM NOUN DET VERB ADJ NOUN CCONJ ADJ NOUN PUNCT NUM NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT,NUM NOUN VERB ADP DET NOUN PUNCT
contradiction,A man is wearing yellow protective headphones while using a circular saw to carve pieces away from a tan stone sculpture.,A woman is painting.,a man be wear yellow protective headphone while use a circular saw to carve piece away from a tan stone sculpture .,a woman be paint .,DET NOUN AUX VERB ADJ ADJ NOUN SCONJ VERB DET ADJ NOUN PART VERB NOUN ADV ADP DET PROPN NOUN NOUN PUNCT,DET NOUN AUX VERB PUNCT
contradiction,a man in a ventilation mask is carving a knight onto a brick wall.,A man in a swim suit paints on the beach.,a man in a ventilation mask be carve a knight onto a brick wall .,a man in a swim suit paint on the beach .,DET NOUN ADP DET NOUN NOUN AUX VERB DET NOUN ADP DET NOUN NOUN PUNCT,DET NOUN ADP DET NOUN NOUN VERB ADP DET NOUN PUNCT
contradiction,a young girl stands on one leg.,A young girl running on the street,a young girl stand on one leg .,a young girl run on the street,DET ADJ NOUN VERB ADP NUM NOUN PUNCT,DET ADJ NOUN VERB ADP DET NOUN
contradiction,A few people in a public park.,A few people in a public library.,a few people in a public park .,a few people in a public library .,DET ADJ NOUN ADP DET ADJ NOUN PUNCT,DET ADJ NOUN ADP DET ADJ NOUN PUNCT
contradiction,"Two men, wearing hard hats and blue and yellow coats stand in front of a large machine and smile.",The men are practicing interpretive dance.,"two man , wear hard hat and blue and yellow coat stand in front of a large machine and smile .",the man be practice interpretive dance .,NUM NOUN PUNCT VERB ADJ NOUN CCONJ ADJ CCONJ ADJ NOUN VERB ADP NOUN ADP DET ADJ NOUN CCONJ NOUN PUNCT,DET NOUN AUX VERB ADJ NOUN PUNCT
contradiction,A family coming back from shopping and a gentlemen is reading his newspaper to the side of the street.,Family is laughing at the man who is painting a gentleman,a family come back from shopping and a gentleman be read his newspaper to the side of the street .,family be laugh at the man who be paint a gentleman,DET NOUN VERB ADV ADP NOUN CCONJ DET NOUN AUX VERB PRON NOUN ADP DET NOUN ADP DET NOUN PUNCT,NOUN AUX VERB ADP DET NOUN PRON AUX VERB DET NOUN
contradiction,A crowd is watching runners during a marathon.,A crowd is watching a wheel of fortune.,a crowd be watch runner during a marathon .,a crowd be watch a wheel of fortune .,DET NOUN AUX VERB NOUN ADP DET NOUN PUNCT,DET NOUN AUX VERB DET NOUN ADP NOUN PUNCT
contradiction,A group of women working in a fabric factory.,A group of woman talking about the store.,a group of woman work in a fabric factory .,a group of woman talk about the store .,DET NOUN ADP NOUN VERB ADP DET NOUN NOUN PUNCT,DET NOUN ADP NOUN VERB ADP DET NOUN PUNCT
contradiction,Two teams of boys playing football in the sand.,boys are sleeping in the shade under a tree,two team of boy play football in the sand .,boy be sleep in the shade under a tree,NUM NOUN ADP NOUN VERB NOUN ADP DET NOUN PUNCT,NOUN AUX VERB ADP DET NOUN ADP DET NOUN
contradiction,"A food vendor stands behind a display of bins of several types of nuts, candy, or other small snacks, with signage in Hebrew.",The vendor is sitting,"a food vendor stand behind a display of bin of several type of nut , candy , or other small snack , with signage in hebrew .",the vendor be sit,DET NOUN NOUN VERB ADP DET NOUN ADP NOUN ADP ADJ NOUN ADP NOUN PUNCT NOUN PUNCT CCONJ ADJ ADJ NOUN PUNCT ADP NOUN ADP PROPN PUNCT,DET NOUN AUX VERB
contradiction,A young man with a red uniform on practicing his soccer kick.,A young woman is practicing her basketball skills,a young man with a red uniform on practice his soccer kick .,a young woman be practice her basketball skill,DET ADJ NOUN ADP DET ADJ NOUN ADP VERB PRON NOUN NOUN PUNCT,DET ADJ NOUN AUX VERB PRON NOUN NOUN
contradiction,one man and a woman sitting on a table in a restaurant eating dinner,the man and woman are in the sewer having a siezure,one man and a woman sit on a table in a restaurant eat dinner,the man and woman be in the sewer have a siezure,NUM NOUN CCONJ DET NOUN VERB ADP DET NOUN ADP DET NOUN VERB NOUN,DET NOUN CCONJ NOUN AUX ADP DET NOUN VERB DET NOUN
contradiction,Two boys kick around a ball in a meadow.,Two boys are swimming.,two boy kick around a ball in a meadow .,two boy be swim .,NUM NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT,NUM NOUN AUX VERB PUNCT
contradiction,Children smiling and making faces to the camera.,The children are deceased.,child smile and make face to the camera .,the child be deceased .,NOUN VERB CCONJ VERB NOUN ADP DET NOUN PUNCT,DET NOUN AUX ADJ PUNCT
contradiction,Two males are running in an uncrowded area.,There are men sitting outdoors,two male be run in an uncrowded area .,there be man sit outdoors,NUM NOUN AUX VERB ADP DET ADJ NOUN PUNCT,PRON AUX NOUN VERB ADV
contradiction,A brunette couple smiles at the camera while sitting on a couch.,The couple are on the bed.,a brunette couple smile at the camera while sit on a couch .,the couple be on the bed .,DET NOUN NOUN VERB ADP DET NOUN SCONJ VERB ADP DET NOUN PUNCT,DET NOUN AUX ADP DET NOUN PUNCT
contradiction,Two boy scouts are standing on what appears to be a stage surrounded by a camping scene.,Two girls on a stage.,two boy scout be stand on what appear to be a stage surround by a camping scene .,two girl on a stage .,NUM NOUN NOUN AUX VERB ADP PRON VERB PART AUX DET NOUN VERB ADP DET NOUN NOUN PUNCT,NUM NOUN ADP DET NOUN PUNCT
contradiction,A group of Asian men and women take a picture in front of a building.,A group of people are sitting down for dinner.,a group of asian man and woman take a picture in front of a building .,a group of people be sit down for dinner .,DET NOUN ADP ADJ NOUN CCONJ NOUN VERB DET NOUN ADP NOUN ADP DET NOUN PUNCT,DET NOUN ADP NOUN AUX VERB ADP ADP NOUN PUNCT
contradiction,Girl reading book walking down street.,"A girl is sitting down, looking at the ceiling.",girl reading book walk down street .,"a girl be sit down , look at the ceiling .",NOUN NOUN NOUN VERB ADP NOUN PUNCT,DET NOUN AUX VERB ADV PUNCT VERB ADP DET NOUN PUNCT
contradiction,Two men looking at each other with computer monitors in the foreground.,There are two women staring at each other,two man look at each other with computer monitor in the foreground .,there be two woman star at each other,NUM NOUN VERB ADP DET ADJ ADP NOUN NOUN ADP DET NOUN PUNCT,PRON AUX NUM NOUN VERB ADP DET ADJ
contradiction,Two people are dancing by a red couch.,The people are driving.,two people be dance by a red couch .,the people be drive .,NUM NOUN AUX VERB ADP DET ADJ NOUN PUNCT,DET NOUN AUX VERB PUNCT
contradiction,Three boys are sitting by several laptops.,The girls sat near the laptops.,three boy be sit by several laptop .,the girl sit near the laptop .,NUM NOUN AUX VERB ADP ADJ NOUN PUNCT,DET NOUN VERB ADP DET NOUN PUNCT
contradiction,Two people play soccer while three people watch.,Three people are watching a volleyball match.,two people play soccer while three people watch .,three people be watch a volleyball match .,NUM NOUN VERB NOUN SCONJ NUM NOUN VERB PUNCT,NUM NOUN AUX VERB DET NOUN NOUN PUNCT
contradiction,"Three people sit on a sofa, one of which is holding a baby.",A man walks by himself after dark.,"three people sit on a sofa , one of which be hold a baby .",a man walk by himself after dark .,NUM NOUN VERB ADP DET NOUN PUNCT NUM ADP DET AUX VERB DET NOUN PUNCT,DET NOUN VERB ADP PRON ADP ADJ PUNCT
contradiction,A lady with sunglasses on her head is wearing a blue top with a black top on top of it and is walking behind a man wearing a pink shirt.,A lady in a green dress walks in front of a man in a suit.,a lady with sunglass on her head be wear a blue top with a black top on top of it and be walk behind a man wear a pink shirt .,a lady in a green dress walk in front of a man in a suit .,DET NOUN ADP NOUN ADP PRON NOUN AUX VERB DET ADJ NOUN ADP DET ADJ NOUN ADP NOUN ADP PRON CCONJ AUX VERB ADP DET NOUN VERB DET ADJ NOUN PUNCT,DET NOUN ADP DET ADJ NOUN NOUN ADP NOUN ADP DET NOUN ADP DET NOUN PUNCT
contradiction,A dog is jumping up at a man wearing a search and rescue jacket.,The crowd of people are at a music festival.,a dog be jump up at a man wear a search and rescue jacket .,the crowd of people be at a music festival .,DET NOUN AUX VERB ADP ADP DET NOUN VERB DET NOUN CCONJ NOUN NOUN PUNCT,DET NOUN ADP NOUN AUX ADP DET NOUN NOUN PUNCT
contradiction,A child is turning the handle on an egg-beater.,the child is sleep,a child be turn the handle on an egg - beater .,the child be sleep,DET NOUN AUX VERB DET NOUN ADP DET NOUN PUNCT NOUN PUNCT,DET NOUN AUX ADJ
contradiction,A woman on a sidewalk with luggage.,A woman has luggage above her head.,a woman on a sidewalk with luggage .,a woman have luggage above her head .,DET NOUN ADP DET NOUN ADP NOUN PUNCT,DET NOUN AUX NOUN ADP PRON NOUN PUNCT
contradiction,The two dogs are running through the water side by side.,Two dogs are sitting on a couch.,the two dog be run through the water side by side .,two dog be sit on a couch .,DET NUM NOUN AUX VERB ADP DET NOUN NOUN ADP NOUN PUNCT,NUM NOUN AUX VERB ADP DET NOUN PUNCT
contradiction,A child sleeping in peace.,A child is eating bacon.,a child sleep in peace .,a child be eat bacon .,DET NOUN VERB ADP NOUN PUNCT,DET NOUN AUX VERB NOUN PUNCT
contradiction,Two people are carrying rows of white and teal seats.,There are people purchasing seats,two people be carry row of white and teal seat .,there be people purchase seat,NUM NOUN AUX VERB NOUN ADP ADJ CCONJ ADJ NOUN PUNCT,PRON AUX NOUN VERB NOUN
contradiction,A man on a scaffold paints a wall with a paint roller.,A man is eating a burger.,a man on a scaffold paint a wall with a paint roller .,a man be eat a burger .,DET NOUN ADP DET NOUN NOUN DET NOUN ADP DET NOUN NOUN PUNCT,DET NOUN AUX VERB DET NOUN PUNCT
contradiction,A man in a white shirt playing a black and white guitar.,A man plays the trombone,a man in a white shirt play a black and white guitar .,a man play the trombone,DET NOUN ADP DET ADJ NOUN VERB DET ADJ CCONJ ADJ NOUN PUNCT,DET NOUN VERB DET NOUN
contradiction,this is a motorcycle race.,this is a car race.,this be a motorcycle race .,this be a car race .,DET AUX DET NOUN NOUN PUNCT,DET AUX DET NOUN NOUN PUNCT
contradiction,Grandfather fishes while grandson waits with net.,The man is playing basketball.,grandfather fish while grandson wait with net .,the man be play basketball .,PROPN NOUN SCONJ NOUN VERB ADP NOUN PUNCT,DET NOUN AUX VERB NOUN PUNCT
contradiction,"A man in a suit dozes on a park bench, with a sign for the subway in the background.",The man is fully awake.,"a man in a suit doze on a park bench , with a sign for the subway in the background .",the man be fully awake .,DET NOUN ADP DET NOUN VERB ADP DET NOUN NOUN PUNCT ADP DET NOUN ADP DET NOUN ADP DET NOUN PUNCT,DET NOUN AUX ADV ADJ PUNCT
contradiction,an asian girl wearing a red hat along side several others with red hats as well,The woman's hat is green.,an asian girl wear a red hat along side several other with red hat as well,the woman 's hat be green .,DET ADJ NOUN VERB DET ADJ NOUN ADP NOUN ADJ NOUN ADP ADJ NOUN ADV ADV,DET NOUN PART NOUN AUX ADJ PUNCT
contradiction,An older workman is standing in wet cement with a trowel.,A man is laying down on wet cement.,an old workman be stand in wet cement with a trowel .,a man be lay down on wet cement .,DET ADJ NOUN AUX VERB ADP ADJ NOUN ADP DET NOUN PUNCT,DET NOUN AUX VERB ADP ADP ADJ NOUN PUNCT
contradiction,A football player in green tackles a football player in white.,Two players playing volleyball,a football player in green tackle a football player in white .,two player play volleyball,DET NOUN NOUN ADP ADJ NOUN DET NOUN NOUN ADP PROPN PUNCT,NUM NOUN VERB NOUN
contradiction,"A woman in black stands by a grill, with a bright green, blue, and yellow umbrella shading her.",The woman is not in black,"a woman in black stand by a grill , with a bright green , blue , and yellow umbrella shade she .",the woman be not in black,DET NOUN ADP ADJ NOUN ADP DET NOUN PUNCT ADP DET ADJ ADJ PUNCT ADJ PUNCT CCONJ VERB NOUN VERB PRON PUNCT,DET NOUN AUX PART ADP ADJ
contradiction,A group of children are waving a large cloth up and down.,There is only one child.,a group of child be wave a large cloth up and down .,there be only one child .,DET NOUN ADP NOUN AUX VERB DET ADJ NOUN ADV CCONJ ADV PUNCT,PRON AUX ADV NUM NOUN PUNCT
